"X..i..","source"
"💜💛💚💙","VS"
"she's so beautiful, i heard that she was being racist towards someone a few months back or something. is it true??","VS"
"She, and Jasmine are my hands down favs from their batch! You take one look at them and there is no doubt they are VS Angels! Just Stunning!","VS"
"""The way we walk, the way we get to express ourselves takes training, it takes a long time"". Sure darling~","VS"
"My favourite angel ❤️","VS"
"Probably the most gorgeous VS angel.","VS"
"Me encanta 😍","VS"
"My favorite youngest Angels are Taylor and Elsa, but my favorites are Candice and Adriana woo!!! Also all of them!! I wanna be like them and better","VS"
"She is definitely good. My previous favourite VS angel was Miranda Kerr, now is Taylor.","VS"
"I feel like Taylor almost has a natural body.","VS"
"Guys why are you fighting so much and saying that you just want to see Alessandra and Adriana and Candice? Guys they are growing up so fast and they want to do more and VS has to find new talents and new faces and we have to have opportunities to this awesome and beautiful woman, by the way.. I just want to be like them or better if God give me the life to do it, but in life I'm gonna fight for this and you gonna remember me saying this, who's dreaming with this? Tell me, I wanna be your friend lets goooooo! Woooooo!","VS"
"I don't know, this video just doesn't inspire me as much as other 'Road to Runway' videos, I think that's because she's got  a little bit  'don't care' attitiude, maybe because her position in brand is very strong and some people consider her as a future of it","VS"
"I love you Taylor!!!!!!!!!!! <3 <3 Beautiful as always!!!!!!!","VS"
"She really has something that makes her kill the runway each time she's walking","VS"
"LUV U TAYLOR HILL ❤️❤️❤️","VS"
"My favorite among the young angels.","VS"
"She's everything I envisioned the stereotypical mean Amenrican girl to be - pretty, hot bod (but not really the best), with a bimbotic accent, nothing much up there, and is mean. Keep your racism to yourself, Taylor.","VS"
"Healthy & Sexy, Great !","VS"
"I LOVE TAYLOR ,you are very beautiful .You are the best .💗💗💗","VS"
"She's stunning, but I don't like her walk, it's a little stiff for me, anyway she's flawless!","VS"
"she had to wear the fantasy bra, not the other black gilr that i dont know even her name and its not beautiful than tayloor,she is amazing","VS"
"Taylor 👎👎.  Adriana Lima 👍👍👑🔱","VS"
"my favorite from the new angels! and she's the youngest vs angel ever, yet she looks mature ❤","VS"
"My favvvvv💕","VS"
"She is gorgeous!","VS"
"Taylor is just amazing","VS"
"her face is goals","VS"
"¿Puedo hablo español?","VS"
"beayutiful! beayutiful! beayutiful! Very Very Very beayutiful !!!!","VS"
"Taylor Hill is so amazing!💞","VS"
"stunning!","VS"
"taylor💕💕💕💕
I respect her!!!!!!!!!","VS"
"Taylor Hill, such a beautiful angel😍","VS"
"I started with ballet and I'm doing gymnastics right now and I'm considering snow boarding hmmmmmmmm.....","VS"
"love you love you","VS"
"TAYLOR YOUR MY FAV <<333 INSPIRATION","VS"
"She's so amazing ❤️","VS"
"AMAZINGGG!! Realmente muito linda","VS"
"Favorite model and angel 😍😍","VS"
"Taylor Hill is such an gorgeous angel 👼😍🔥","VS"
"She is so flawless makes me sick","VS"
"I still think that she is too young for vs","VS"
"u guys hate food??!!😨😱😕","VS"
"I'm so proud of you Taylor! I remember seeing your other campaigns, and saying, ""I pray she gets to work with VS someday!"" And here you are! 😭🤗💕","VS"
"Where's the video of Romee!? 😣😣","VS"
"She's my favourite model and angel","VS"
"Shes my favourite new angel as well as elsa","VS"
"yaaassss","VS"
"Vai passar em que canal no Brasil??","VS"
"Why are you always talking about their looks when VS is not exclusively about that? VS angels are supposed to be beautiful but also have a fantastic body and health, good fitness, good personality and can walk the runway.","VS"
"love her , still waiting for romee and Ale","VS"
"i mean yeah she is pretty, but not a good model IMO, especially for VS","VS"
"FINALLY TAYLOR!! ♥","VS"
"Her and Elsa are seriously the best faces for Victoria Secret Pink but I think its time Elsa moves up to the more ""sexy"" promotions for VS","VS"
"I'm sorry but like?? Where is the video on allesandra?! No one wants to see 13yr olds","VS"
"this didn't show anything. stupid.","VS"
"las mejores modelos del mundo","VS"
"She's beautiful but she looks like a teen","VS"
"Her VS show walks are okay..  I feel like she does a better job at the fashionweek tour","VS"
"yes taylor!!","VS"
"Aww love TAYLOR!!💗","VS"
"first  love you angel","VS"
"im big fan from algeria","VS"
"Eyes pose...yes Lima did it.","VS"
"what is the name of this song?","VS"
"Lily es la más sexy","VS"
"We need more strong commercial like this vs !!","VS"
"Make this a damn sci fi trailer","VS"
"Lily OmG","VS"
"Yenge 💖","VS"
"Awesome.","VS"
"ALESSANDRA THE MOST BEAUTIFUL.","VS"
"I came here to be passive and to cry I dont have that shape and body like from where did they brought that paunch","VS"
"STOP DOING THAT GOOD SONGS FOR COMMERCIAL USE ONLY
this is a brilliant cover, i want it as hell and i can't have!","VS"
"Best Victoria's Secret Holiday Commercial Ever. Adriana's eyes are so intense and Fierce","VS"
"That billy idol cover tho","VS"
"i want this version of the music, i couldn't found this","VS"
"This is just badass.......","VS"
"Martha and Lais are the only NA which suit with the OA","VS"
"Adriana is the Alpha","VS"
"You can tell Michael Bay directed this......","VS"
"Adriana, Alessandra and Lais.
BRAZIL IS PROUD OF YOU !!!","VS"
"I've been trying to find the cover of this song for ages:((((","VS"
"OMG!!! ADRI AND LAIS 🔥🔥🔥 Amazing duo","VS"
"Whats the music?","VS"
"LILYYYYYYYYYYYY😍😍😍😍😍😍","VS"
"Obsédés par la France à ce que je vois :') sans musique française ? :3","VS"
"Irina shark would be perfect in it","VS"
"What's the song","VS"
"What is the name of the song used?","VS"
"Wow Lily... SHE DID IT!!","VS"
"The only thing missing  is candice","VS"
"this will be one of the last commercials with ale:(","VS"
"Adriana was born to be a VS angel!!!!","VS"
"Lily was terrific in this video.","VS"
"goosebumps!
I feel so proud of Adriana being brazilian and this amazing bomshel!","VS"
"What’s the name of the song???","VS"
"Lily Slay","VS"
"Lily is fireee!!","VS"
"Please does anyone know who sings the cover of this song???","VS"
"Adriana and lily😍","VS"
"Now this is hot","VS"
"BR`s estão por toda parte!","VS"
"How i wish Candice was in this commercial too. It'll be more better.","VS"
"lily Aldridge😍😍😍😍","VS"
"why people hate Martha so much? she is fuckin' hot","VS"
"lol how many off you realized that this is the song that the used at the 2012 vsfs circus segment? it is just a very very very awesome remix !!!!","VS"
"Everything was perfect until martha appeard","VS"
"Song?","VS"
"When I'll go to the opera ""i'm Parisian "" I'll never look at it again the same 💋✨❤️🔥","VS"
"Lily A. is the star of this commercial.","VS"
"What is The song? 😍","VS"
"This was perfection three veteran VS angels  and Martha and Lais. Lais was like a veteran because she's on the VS holiday commercial since 2011.
Just missing Candice and Behati for a group of baes","VS"
"Lily in black wings.... ohgod","VS"
"1:12 - Oh, Alessandra! 😍😍😍","VS"
"I'm Not a fan of Lilly, but GOD!, in this comercial she looks so gorgeous!!😍♥","VS"
"ale gives me life","VS"
"Song????😍😍😩","VS"
"who sang this song?","VS"
"Whilst I love this commercial a lot... I need to know who did this cover 😩","VS"
"WHO'S SINGING THIS SONG? WHAT THE NAME OF THE GIRL?","VS"
"What song is this?","VS"
"TOP 1:04    alessandra ambrosio..","VS"
"Ахуенно. Кто-то должен так написать:)","VS"
"ADRIANA LIMA IS SOOOOOOO F***ING HOT","VS"
"love martha hunt","VS"
"victoria' 's Secret commercial always cool!","VS"
"Anyone else kind of getting scared by the music? 
No?
Okay it must just be me.","VS"
"Favorite commercial ❤
Forever angels! Adriana, Candice, Behati, Lily and Alessandra (w/ former angels Giselle, Karolina, Doutzen and Rosie ❤","VS"
"can someone tell me who is singing this song..","VS"
"Anyone know who sings this version of this song?","VS"
"Queen Adriana 💘","VS"
"0:17 😱😱😱","VS"
"Song name anyone?","VS"
"Who did this version of Billy Idol's Rebel Yell ? I can`t find. Please","VS"
"name's song?","VS"
"Gente que musiquinha é essa ?","VS"
"Спасибо","VS"
"I wanna fly with this lovely creatures...","VS"
"Who was in this video just wondering?","VS"
"Lily was showing why she is an angel 😍","VS"
"I need the exact name of this song, like ik it's from 2012 but like that doesn't help like the exact name please!!","VS"
"I need this fucking cover ıts so perfect 😱😩","VS"
"it's a little creepy how thin they r ( I'm not haiting just what I genuinely thought while watching )","VS"
"The power of red lipstick.","VS"
"I LOVE LOVE LOVE Lily is commercials she is so fierce and sexy!!!!!","VS"
"Adriana <3","VS"
"Anyone knows who sings this version of the song?","VS"
"I love this version of the song anyone know who sings this version???","VS"
"The dramatic music and Adriana's eyes is just wow and just Martha and ale STUNNING lets not forget Romee lais and lily they were great too","VS"
"how glad am i to c these old angels again ... still miss Doutzen, Lindsay, Erin","VS"
"SHET","VS"
"Adriana is the best 👍","VS"
"adriana is the best","VS"
"Lily looks bombb thooo!!","VS"
"Who is singing!?","VS"
"Ruined a good Billy Idol song with this...","VS"
